70000
Age0-9 Age10-19 Age20-29 Age30-49 Age50-69 Age70+ Gender ReadingGlasses Sunglasses 
34025.png 0 0 1 0 0 0 0 0 0 
34026.png 0 0 0 0 1 0 1 0 0 
34027.png 0 0 1 0 0 0 0 0 0 
34028.png 0 0 1 0 0 0 1 0 0 
34029.png 0 1 0 0 0 0 0 0 0 
34030.png 0 0 1 0 0 0 0 0 0 
34031.png 0 1 0 0 0 0 0 0 0 
34032.png 0 0 0 0 1 0 1 0 0 
34033.png 0 0 1 0 0 0 0 1 0 
34034.png 0 0 0 1 0 0 1 0 0 
34035.png 0 1 0 0 0 0 0 0 0 
34036.png 1 0 0 0 0 0 0 0 0 
34037.png 0 0 1 0 0 0 0 0 0 
34038.png 0 0 0 0 1 0 1 0 0 
34039.png 0 0 0 1 0 0 1 1 0 
34040.png 0 0 0 1 0 0 0 0 1 
34041.png 0 1 0 0 0 0 0 0 0 
34042.png 0 1 0 0 0 0 1 0 0 
34043.png 0 0 0 0 0 1 1 1 0 
34044.png 0 1 0 0 0 0 0 0 0 
34045.png 0 0 0 1 0 0 0 1 0 
34046.png 0 0 0 1 0 0 1 1 0 
34047.png 0 0 0 1 0 0 0 0 0 
34048.png 0 1 0 0 0 0 0 0 0 
34049.png 0 0 0 1 0 0 0 1 0 
34050.png 0 0 0 0 1 0 1 1 0 
34051.png 1 0 0 0 0 0 0 0 0 
34052.png 0 0 1 0 0 0 0 0 0 
34053.png 0 1 0 0 0 0 0 0 1 
34054.png 0 0 0 0 1 0 1 0 0 
34055.png 0 1 0 0 0 0 1 0 0 
34056.png 0 1 0 0 0 0 0 0 0 
34057.png 0 0 1 0 0 0 1 0 0 
34058.png 0 0 0 1 0 0 0 0 0 
34059.png 0 0 0 1 0 0 0 0 0 
34060.png 0 0 0 0 1 0 1 1 0 
34061.png 0 0 0 1 0 0 0 1 0 
34062.png 0 0 0 1 0 0 1 1 0 
34063.png 0 1 0 0 0 0 0 0 0 
34064.png 0 0 0 0 1 0 1 0 0 
34065.png 0 0 0 1 0 0 0 0 0 
34066.png 0 0 0 1 0 0 1 0 0 
34067.png 0 0 0 1 0 0 0 0 0 
34068.png 0 0 0 0 1 0 1 0 0 
34069.png 0 0 0 1 0 0 1 1 0 
34070.png 0 1 0 0 0 0 0 0 0 
34071.png 0 1 0 0 0 0 1 0 0 
34072.png 0 0 1 0 0 0 1 0 0 
34073.png 0 1 0 0 0 0 0 0 0 
34074.png 0 0 1 0 0 0 0 0 0 
34075.png 0 1 0 0 0 0 0 0 0 
34076.png 0 0 0 1 0 0 0 0 0 
34077.png 0 1 0 0 0 0 0 0 0 
34078.png 0 0 0 1 0 0 1 0 1 
34079.png 0 0 0 1 0 0 0 1 0 
34080.png 0 0 0 1 0 0 1 0 0 
34081.png 0 0 1 0 0 0 0 0 0 
34082.png 0 1 0 0 0 0 0 0 0 
34083.png 0 0 0 1 0 0 1 1 0 
34084.png 0 0 1 0 0 0 1 0 0 
34085.png 0 1 0 0 0 0 0 0 0 
34086.png 0 1 0 0 0 0 1 0 0 
34087.png 0 0 1 0 0 0 1 1 0 
34088.png 0 0 0 1 0 0 1 0 0 
34089.png 0 0 0 1 0 0 1 0 0 
34090.png 0 1 0 0 0 0 0 0 0 
34091.png 0 1 0 0 0 0 0 0 0 
34092.png 0 1 0 0 0 0 1 0 0 
34093.png 0 1 0 0 0 0 1 0 0 
34094.png 0 0 0 1 0 0 1 1 0 
34095.png 0 0 0 1 0 0 1 1 0 
34096.png 0 0 0 1 0 0 0 0 0 
34097.png 0 0 1 0 0 0 0 1 0 
34098.png 0 1 0 0 0 0 1 0 0 
34099.png 0 0 0 1 0 0 1 0 0 
34100.png 1 0 0 0 0 0 0 0 0 
34101.png 0 0 1 0 0 0 1 0 0 
34102.png 1 0 0 0 0 0 1 0 0 
34103.png 0 0 0 1 0 0 0 0 1 
34104.png 1 0 0 0 0 0 0 0 0 
34105.png 0 1 0 0 0 0 0 0 0 
34106.png 0 0 1 0 0 0 1 0 0 
34107.png 0 0 0 1 0 0 1 0 1 
34108.png 0 1 0 0 0 0 0 0 0 
34109.png 0 0 0 1 0 0 1 0 0 
34110.png 0 0 1 0 0 0 0 0 0 
34111.png 0 0 0 1 0 0 0 0 0 
34112.png 0 1 0 0 0 0 0 0 0 
34113.png 0 0 0 1 0 0 1 0 0 
34114.png 0 0 0 1 0 0 0 0 0 
34115.png 0 0 1 0 0 0 1 0 0 
34116.png 0 0 0 1 0 0 1 0 0 
34117.png 0 0 1 0 0 0 0 0 0 
34118.png 0 1 0 0 0 0 0 1 0 
34119.png 0 0 0 1 0 0 1 0 0 
34120.png 0 0 0 0 0 1 0 1 0 
34121.png 0 0 0 1 0 0 1 0 0 
34122.png 0 0 0 0 1 0 0 0 0 
34123.png 0 0 0 1 0 0 1 0 0 
34124.png 0 1 0 0 0 0 0 0 0 
34125.png 0 0 0 1 0 0 1 0 0 
34126.png 1 0 0 0 0 0 0 0 0 
34127.png 0 0 0 1 0 0 1 0 0 
34128.png 0 1 0 0 0 0 0 0 0 
34129.png 0 1 0 0 0 0 0 0 0 
34130.png 0 1 0 0 0 0 0 0 0 
34131.png 0 0 1 0 0 0 1 0 1 
34132.png 0 1 0 0 0 0 1 0 0 
34133.png 0 1 0 0 0 0 1 0 0 
34134.png 0 0 1 0 0 0 1 0 0 
34135.png 0 0 0 1 0 0 0 0 0 
34136.png 0 0 0 1 0 0 1 1 0 
34137.png 0 0 0 0 1 0 1 0 0 
34138.png 0 0 0 0 1 0 1 0 0 
34139.png 0 1 0 0 0 0 0 1 0 
34140.png 0 0 1 0 0 0 1 0 0 
34141.png 0 0 1 0 0 0 1 0 0 
34142.png 0 0 0 0 0 1 0 0 0 
34143.png 0 0 0 0 1 0 0 0 0 
34144.png 1 0 0 0 0 0 1 0 0 
34145.png 0 0 1 0 0 0 0 0 0 
34146.png 0 0 0 0 1 0 1 1 0 
34147.png 0 0 0 0 1 0 0 0 0 
34148.png 0 0 0 1 0 0 0 0 0 
34149.png 0 1 0 0 0 0 0 0 0 
34150.png 0 0 0 0 1 0 0 0 0 
34151.png 0 1 0 0 0 0 0 0 0 
34152.png 0 0 1 0 0 0 0 0 0 
34153.png 0 0 0 0 1 0 0 1 0 
34154.png 0 1 0 0 0 0 0 0 0 
34155.png 0 0 0 1 0 0 0 0 0 
34156.png 0 0 0 0 1 0 1 0 0 
34157.png 1 0 0 0 0 0 0 0 0 
34158.png 0 0 1 0 0 0 0 0 0 
34159.png 0 0 0 1 0 0 1 0 0 
34160.png 0 1 0 0 0 0 0 0 0 
34161.png 0 0 0 0 1 0 0 0 0 
34162.png 0 0 0 1 0 0 1 0 0 
34163.png 1 0 0 0 0 0 1 0 0 
34164.png 0 0 0 1 0 0 0 0 0 
34165.png 0 0 0 0 0 1 0 0 0 
34166.png 0 0 0 1 0 0 1 0 0 
34167.png 0 0 1 0 0 0 1 0 0 
34168.png 0 0 0 1 0 0 1 1 0 
34169.png 0 1 0 0 0 0 0 0 0 
34170.png 0 0 0 0 1 0 1 0 0 
34171.png 0 0 0 1 0 0 1 1 0 
34172.png 0 1 0 0 0 0 1 0 0 
34173.png 0 0 0 1 0 0 1 0 0 
34174.png 0 0 1 0 0 0 1 0 0 
34175.png 0 0 0 1 0 0 1 1 0 
34176.png 0 0 0 0 1 0 1 1 0 
34177.png 0 0 0 1 0 0 0 1 0 
34178.png 0 1 0 0 0 0 0 0 0 
34179.png 0 1 0 0 0 0 0 0 0 
34180.png 0 1 0 0 0 0 1 0 0 
34181.png 0 1 0 0 0 0 0 0 0 
34182.png 0 0 0 0 1 0 1 0 0 
34183.png 0 0 0 1 0 0 0 0 0 
34184.png 0 1 0 0 0 0 1 0 0 
34185.png 0 1 0 0 0 0 0 0 0 
34186.png 0 0 0 0 1 0 1 1 0 
34187.png 0 1 0 0 0 0 0 0 0 
34188.png 0 0 0 0 1 0 1 0 0 
34189.png 0 1 0 0 0 0 1 0 0 
34190.png 0 0 0 0 1 0 0 0 0 
34191.png 0 0 1 0 0 0 1 1 0 
34192.png 0 0 1 0 0 0 0 0 0 
34193.png 0 1 0 0 0 0 1 0 0 
34194.png 0 0 0 1 0 0 1 0 0 
34195.png 0 1 0 0 0 0 0 0 0 
34196.png 0 1 0 0 0 0 0 0 0 
34197.png 0 0 0 1 0 0 0 0 0 
34198.png 0 1 0 0 0 0 1 0 1 
34199.png 0 0 1 0 0 0 1 0 1 
34200.png 0 0 0 1 0 0 0 1 0 
34201.png 0 0 1 0 0 0 1 0 0 
34202.png 0 0 0 0 1 0 1 1 0 
34203.png 0 1 0 0 0 0 0 0 0 
34204.png 0 0 1 0 0 0 1 0 0 
34205.png 0 0 0 1 0 0 1 0 0 
34206.png 0 1 0 0 0 0 0 0 0 
34207.png 0 1 0 0 0 0 1 0 0 
34208.png 0 1 0 0 0 0 0 0 0 
34209.png 0 0 0 1 0 0 1 1 0 
34210.png 0 1 0 0 0 0 0 0 0 
34211.png 0 1 0 0 0 0 1 0 0 
34212.png 0 0 1 0 0 0 0 0 0 
34213.png 0 0 0 0 1 0 0 0 0 
34214.png 0 0 0 0 1 0 1 1 0 
34215.png 0 0 1 0 0 0 1 0 0 
34216.png 0 0 1 0 0 0 1 0 0 
34217.png 1 0 0 0 0 0 0 0 0 
34218.png 0 0 0 0 1 0 1 0 0 
34219.png 1 0 0 0 0 0 0 0 0 
34220.png 0 0 0 1 0 0 0 0 0 
34221.png 0 0 0 0 1 0 1 0 0 
34222.png 0 0 0 1 0 0 1 0 0 
34223.png 0 0 0 1 0 0 1 1 0 
34224.png 0 1 0 0 0 0 0 0 0 
34225.png 0 1 0 0 0 0 0 0 0 
34226.png 0 0 1 0 0 0 0 0 0 
34227.png 0 0 0 0 1 0 0 0 0 
34228.png 0 0 1 0 0 0 0 0 0 
34229.png 1 0 0 0 0 0 1 0 0 
34230.png 0 1 0 0 0 0 1 0 0 
34231.png 0 1 0 0 0 0 0 0 0 
34232.png 0 1 0 0 0 0 0 0 0 
34233.png 0 1 0 0 0 0 0 0 0 
34234.png 0 1 0 0 0 0 1 0 0 
34235.png 0 0 0 1 0 0 1 0 0 
34236.png 0 1 0 0 0 0 0 0 0 
34237.png 0 0 0 1 0 0 0 0 0 
34238.png 0 0 1 0 0 0 1 0 0 
34239.png 0 0 0 0 1 0 0 0 0 
34240.png 0 1 0 0 0 0 1 0 0 
34241.png 0 1 0 0 0 0 0 0 0 
34242.png 0 1 0 0 0 0 0 0 0 
34243.png 0 0 0 1 0 0 1 0 0 
34244.png 0 1 0 0 0 0 0 1 0 
34245.png 0 0 0 1 0 0 0 0 0 
34246.png 0 1 0 0 0 0 0 0 0 
34247.png 1 0 0 0 0 0 0 0 0 
34248.png 0 1 0 0 0 0 0 0 0 
34249.png 0 0 1 0 0 0 0 0 0 
34250.png 0 0 0 1 0 0 0 0 0 
34251.png 0 0 1 0 0 0 0 0 0 
34252.png 0 0 0 0 1 0 1 1 0 
34253.png 1 0 0 0 0 0 0 0 0 
34254.png 0 1 0 0 0 0 1 0 0 
34255.png 1 0 0 0 0 0 0 0 0 
34256.png 0 0 0 0 1 0 1 0 0 
34257.png 0 0 0 1 0 0 0 0 0 
34258.png 1 0 0 0 0 0 0 0 0 
34259.png 0 0 0 1 0 0 0 0 0 
34260.png 0 1 0 0 0 0 0 0 0 
34261.png 0 1 0 0 0 0 0 0 0 
34262.png 0 0 0 1 0 0 0 0 1 
34263.png 0 0 1 0 0 0 1 0 1 
34264.png 0 1 0 0 0 0 1 0 0 
34265.png 0 0 1 0 0 0 0 0 0 
34266.png 0 1 0 0 0 0 0 1 0 
34267.png 0 1 0 0 0 0 0 0 0 
34268.png 0 1 0 0 0 0 0 0 0 
34269.png 0 0 0 1 0 0 0 1 0 
34270.png 0 1 0 0 0 0 0 0 0 
34271.png 0 1 0 0 0 0 1 0 0 
34272.png 0 0 0 1 0 0 1 0 0 
34273.png 1 0 0 0 0 0 0 0 0 
34274.png 0 0 1 0 0 0 1 0 0 
34275.png 0 1 0 0 0 0 1 0 0 
34276.png 0 0 1 0 0 0 0 0 0 
34277.png 0 0 0 1 0 0 0 0 0 
34278.png 0 1 0 0 0 0 0 0 0 
34279.png 0 0 0 0 1 0 1 1 0 
34280.png 0 0 0 0 1 0 1 0 0 
34281.png 0 1 0 0 0 0 0 0 0 
34282.png 0 0 0 1 0 0 0 0 1 
34283.png 0 0 0 1 0 0 1 0 0 
34284.png 0 0 0 1 0 0 1 1 0 
34285.png 0 1 0 0 0 0 0 1 0 
34286.png 0 0 1 0 0 0 1 0 0 
34287.png 0 0 0 1 0 0 1 0 0 
34288.png 0 1 0 0 0 0 0 0 0 
34289.png 0 0 0 0 1 0 1 1 0 
34290.png 0 0 1 0 0 0 1 0 0 
34291.png 0 1 0 0 0 0 0 0 0 
34292.png 1 0 0 0 0 0 1 0 0 
34293.png 0 0 1 0 0 0 0 0 0 
34294.png 0 1 0 0 0 0 0 0 0 
34295.png 0 0 1 0 0 0 0 0 0 
34296.png 0 1 0 0 0 0 0 0 0 
34297.png 0 1 0 0 0 0 0 1 0 
34298.png 0 1 0 0 0 0 0 0 0 
34299.png 0 1 0 0 0 0 0 0 0 
34300.png 0 0 1 0 0 0 0 0 0 
34301.png 0 0 1 0 0 0 1 0 0 
34302.png 0 0 0 0 1 0 0 1 0 
34303.png 0 1 0 0 0 0 1 0 0 
34304.png 0 0 1 0 0 0 1 0 0 
34305.png 0 0 0 0 1 0 0 1 0 
34306.png 0 0 0 1 0 0 0 0 0 
34307.png 0 0 1 0 0 0 0 0 0 
34308.png 0 0 0 0 1 0 0 1 0 
34309.png 1 0 0 0 0 0 0 0 0 
34310.png 0 1 0 0 0 0 0 0 0 
34311.png 0 1 0 0 0 0 0 0 0 
34312.png 0 1 0 0 0 0 0 0 0 
34313.png 0 0 0 0 1 0 1 0 0 
34314.png 0 0 1 0 0 0 1 0 0 
34315.png 0 0 0 1 0 0 0 0 0 
34316.png 0 0 1 0 0 0 1 0 0 
34317.png 0 0 0 0 1 0 0 1 0 
34318.png 0 1 0 0 0 0 0 0 0 
34319.png 0 0 0 1 0 0 1 1 0 
34320.png 0 0 0 1 0 0 0 0 0 
34321.png 0 0 1 0 0 0 0 0 0 
34322.png 0 1 0 0 0 0 0 0 0 
34323.png 0 0 1 0 0 0 0 0 0 
34324.png 0 0 0 0 1 0 1 0 0 
34325.png 0 0 1 0 0 0 1 0 0 
34326.png 0 0 0 0 1 0 0 0 0 
34327.png 0 0 0 1 0 0 1 0 0 
34328.png 0 0 0 1 0 0 1 1 0 
34329.png 0 0 0 1 0 0 0 0 0 
34330.png 0 0 0 0 1 0 0 0 0 
34331.png 0 0 0 0 1 0 1 1 0 
34332.png 0 0 0 1 0 0 0 0 0 
34333.png 0 1 0 0 0 0 0 0 0 
34334.png 0 0 1 0 0 0 0 0 0 
34335.png 0 0 0 1 0 0 1 0 0 
34336.png 1 0 0 0 0 0 1 0 0 
34337.png 0 0 1 0 0 0 0 0 0 
34338.png 0 0 1 0 0 0 0 0 0 
34339.png 0 0 0 0 1 0 1 0 1 
34340.png 0 1 0 0 0 0 0 0 0 
34341.png 0 1 0 0 0 0 1 0 0 
34342.png 0 0 0 0 1 0 1 1 0 
34343.png 0 0 0 0 1 0 0 0 0 
34344.png 0 0 1 0 0 0 0 0 0 
34345.png 0 1 0 0 0 0 0 0 0 
34346.png 0 0 1 0 0 0 1 1 0 
34347.png 0 1 0 0 0 0 0 0 0 
34348.png 0 0 1 0 0 0 0 0 0 
34349.png 0 0 0 0 1 0 0 0 0 
34350.png 0 1 0 0 0 0 0 0 1 
34351.png 0 0 0 1 0 0 0 0 0 
34352.png 0 0 0 1 0 0 1 0 1 
34353.png 0 0 0 0 1 0 1 0 0 
34354.png 0 0 1 0 0 0 0 0 0 
34355.png 0 1 0 0 0 0 0 0 1 
34356.png 1 0 0 0 0 0 0 0 0 
34357.png 0 1 0 0 0 0 0 0 0 
34358.png 0 0 0 0 1 0 0 0 0 
34359.png 0 0 0 1 0 0 0 0 0 
34360.png 0 1 0 0 0 0 0 0 0 
34361.png 0 0 0 0 1 0 0 1 0 
34362.png 0 1 0 0 0 0 0 0 0 
34363.png 0 0 1 0 0 0 0 0 0 
34364.png 0 1 0 0 0 0 0 0 0 
34365.png 0 1 0 0 0 0 1 0 0 
34366.png 0 0 0 0 1 0 1 1 0 
34367.png 0 1 0 0 0 0 0 0 0 
34368.png 0 0 0 0 1 0 1 1 0 
34369.png 0 1 0 0 0 0 0 0 0 
34370.png 0 0 1 0 0 0 0 0 0 
34371.png 0 0 1 0 0 0 0 0 0 
34372.png 0 1 0 0 0 0 1 0 0 
34373.png 0 0 1 0 0 0 0 0 0 
34374.png 0 0 0 0 1 0 0 0 0 
34375.png 0 0 0 1 0 0 1 0 1 
34376.png 0 0 0 1 0 0 1 0 0 
34377.png 0 0 0 1 0 0 1 0 0 
34378.png 0 1 0 0 0 0 1 0 0 
34379.png 0 0 1 0 0 0 0 0 0 
34380.png 0 0 0 1 0 0 1 1 0 
34381.png 0 1 0 0 0 0 0 0 0 
34382.png 0 0 0 1 0 0 1 0 0 
34383.png 0 0 1 0 0 0 0 0 0 
34384.png 0 1 0 0 0 0 1 0 0 
34385.png 0 0 1 0 0 0 1 0 0 
34386.png 0 0 1 0 0 0 0 0 0 
34387.png 0 0 0 1 0 0 1 0 0 
34388.png 0 1 0 0 0 0 1 0 0 
34389.png 0 0 0 1 0 0 0 0 0 
34390.png 0 1 0 0 0 0 0 0 0 
34391.png 0 0 0 1 0 0 0 0 0 
34392.png 0 0 0 1 0 0 1 0 0 
34393.png 0 1 0 0 0 0 0 0 0 
34394.png 0 0 1 0 0 0 0 0 0 
34395.png 0 0 0 0 1 0 1 1 0 
34396.png 0 0 0 0 1 0 1 0 0 
34397.png 0 0 1 0 0 0 0 0 0 
34398.png 0 0 0 1 0 0 0 0 0 
34399.png 1 0 0 0 0 0 0 0 0 
34400.png 0 0 0 1 0 0 0 0 0 
34401.png 1 0 0 0 0 0 0 0 0 
34402.png 0 1 0 0 0 0 0 1 0 
34403.png 0 0 1 0 0 0 1 1 0 
34404.png 0 1 0 0 0 0 1 0 0 
34405.png 0 0 0 1 0 0 1 0 0 
34406.png 0 0 0 1 0 0 1 0 0 
34407.png 0 0 0 1 0 0 0 0 0 
34408.png 0 0 1 0 0 0 0 0 0 
34409.png 0 0 0 1 0 0 1 0 0 
34410.png 0 0 1 0 0 0 0 0 0 
34411.png 0 0 0 0 1 0 1 0 0 
34412.png 0 0 0 1 0 0 1 1 0 
34413.png 0 1 0 0 0 0 0 0 0 
34414.png 0 0 0 0 1 0 1 1 0 
34415.png 0 0 1 0 0 0 0 0 0 
34416.png 0 0 0 1 0 0 1 0 0 
34417.png 0 0 0 1 0 0 1 0 0 
34418.png 0 1 0 0 0 0 0 0 0 
34419.png 0 1 0 0 0 0 0 0 0 
34420.png 0 0 1 0 0 0 0 0 0 
34421.png 0 0 1 0 0 0 0 0 0 
34422.png 0 0 0 0 1 0 1 0 0 
34423.png 0 0 0 1 0 0 1 0 0 
34424.png 0 1 0 0 0 0 0 0 0 
34425.png 0 0 0 0 1 0 0 0 0 
34426.png 0 0 0 1 0 0 1 1 0 
34427.png 0 0 0 1 0 0 0 0 0 
34428.png 0 0 1 0 0 0 0 0 0 
34429.png 0 1 0 0 0 0 0 0 1 
34430.png 0 0 1 0 0 0 0 0 0 
34431.png 0 0 0 1 0 0 1 1 0 
34432.png 0 0 0 0 1 0 1 0 0 
34433.png 0 0 0 0 1 0 1 1 0 
34434.png 0 1 0 0 0 0 1 0 0 
34435.png 0 0 0 1 0 0 1 1 0 
34436.png 0 0 1 0 0 0 0 0 0 
34437.png 0 1 0 0 0 0 0 0 0 
34438.png 0 0 1 0 0 0 0 0 0 
34439.png 0 0 0 1 0 0 1 0 0 
34440.png 0 1 0 0 0 0 0 0 0 
34441.png 0 1 0 0 0 0 1 0 0 
34442.png 0 0 0 0 1 0 1 0 0 
34443.png 0 0 1 0 0 0 1 0 0 
34444.png 0 0 0 0 1 0 1 0 0 
34445.png 0 0 1 0 0 0 0 0 0 
34446.png 0 0 1 0 0 0 0 0 0 
34447.png 0 0 0 1 0 0 1 1 0 
34448.png 0 0 1 0 0 0 1 1 0 
34449.png 1 0 0 0 0 0 0 0 0 
34450.png 0 0 0 1 0 0 1 0 0 
34451.png 0 1 0 0 0 0 0 0 0 
34452.png 0 0 1 0 0 0 0 0 0 
34453.png 0 1 0 0 0 0 0 0 0 
34454.png 0 0 1 0 0 0 1 1 0 
34455.png 0 0 0 1 0 0 1 1 0 
34456.png 0 0 1 0 0 0 1 0 0 
34457.png 0 1 0 0 0 0 0 0 0 
34458.png 0 0 0 0 1 0 0 1 0 
34459.png 0 0 1 0 0 0 0 0 0 
34460.png 0 0 1 0 0 0 0 0 0 
34461.png 0 0 0 1 0 0 0 0 1 
34462.png 0 0 0 1 0 0 0 1 0 
34463.png 0 1 0 0 0 0 0 0 0 
34464.png 0 0 1 0 0 0 1 0 0 
34465.png 0 0 0 0 1 0 1 0 0 
34466.png 0 1 0 0 0 0 0 0 0 
34467.png 0 0 1 0 0 0 0 1 0 
34468.png 0 0 0 1 0 0 0 0 0 
34469.png 0 0 1 0 0 0 1 0 0 
34470.png 0 0 1 0 0 0 1 0 0 
34471.png 0 0 0 0 1 0 1 1 0 
34472.png 0 0 0 0 1 0 0 0 0 
34473.png 0 0 0 1 0 0 1 0 0 
34474.png 0 0 0 1 0 0 0 0 0 
34475.png 0 1 0 0 0 0 0 0 0 
34476.png 0 1 0 0 0 0 1 1 0 
34477.png 0 1 0 0 0 0 0 0 0 
34478.png 0 0 0 1 0 0 0 0 1 
34479.png 0 0 0 1 0 0 0 0 0 
34480.png 0 1 0 0 0 0 0 0 0 
34481.png 0 1 0 0 0 0 0 0 0 
34482.png 0 0 1 0 0 0 1 0 0 
34483.png 0 0 0 1 0 0 1 1 0 
34484.png 0 0 0 0 1 0 1 0 0 
34485.png 0 0 1 0 0 0 1 0 0 
34486.png 0 0 0 0 1 0 0 0 0 
34487.png 0 0 0 1 0 0 1 0 0 
34488.png 0 1 0 0 0 0 0 0 0 
34489.png 0 1 0 0 0 0 0 0 0 
34490.png 0 0 1 0 0 0 1 0 0 
34491.png 0 0 0 0 1 0 0 0 0 
34492.png 0 0 0 1 0 0 1 0 0 
34493.png 0 1 0 0 0 0 0 0 0 
34494.png 0 0 1 0 0 0 0 0 0 
34495.png 0 1 0 0 0 0 0 0 0 
34496.png 0 1 0 0 0 0 1 1 0 
34497.png 1 0 0 0 0 0 0 0 0 
34498.png 0 0 0 1 0 0 1 0 0 
34499.png 0 0 0 0 1 0 1 0 0 
34500.png 0 0 0 1 0 0 1 0 0 
34501.png 0 0 0 0 1 0 0 0 0 
34502.png 0 0 1 0 0 0 0 0 0 
34503.png 1 0 0 0 0 0 1 0 0 
34504.png 0 0 0 1 0 0 0 0 0 
34505.png 0 0 1 0 0 0 0 0 0 
34506.png 0 0 0 0 1 0 1 1 0 
34507.png 0 1 0 0 0 0 0 1 0 
34508.png 0 0 1 0 0 0 0 1 0 
34509.png 0 0 0 1 0 0 1 0 0 
34510.png 0 1 0 0 0 0 0 0 0 
34511.png 0 1 0 0 0 0 0 0 0 
34512.png 0 0 0 1 0 0 0 0 0 
34513.png 0 1 0 0 0 0 0 0 0 
34514.png 0 0 0 1 0 0 1 0 0 
34515.png 0 0 1 0 0 0 1 1 0 
34516.png 0 0 0 1 0 0 1 0 0 
34517.png 0 0 0 0 1 0 0 0 0 
34518.png 0 0 1 0 0 0 1 1 0 
34519.png 0 0 0 0 1 0 0 0 0 
34520.png 0 1 0 0 0 0 0 0 0 
34521.png 0 1 0 0 0 0 0 0 0 
34522.png 0 1 0 0 0 0 0 0 1 
34523.png 0 1 0 0 0 0 0 0 0 
34524.png 0 1 0 0 0 0 0 0 0 
34525.png 0 1 0 0 0 0 0 1 0 
34526.png 0 0 1 0 0 0 1 0 0 
34527.png 0 0 0 1 0 0 0 0 0 
34528.png 0 1 0 0 0 0 0 0 0 
34529.png 0 0 1 0 0 0 1 0 0 
34530.png 0 1 0 0 0 0 1 0 0 
34531.png 0 0 0 1 0 0 0 0 0 
34532.png 0 1 0 0 0 0 0 0 0 
34533.png 0 0 0 0 1 0 1 0 0 
34534.png 0 0 0 0 0 1 1 1 0 
34535.png 0 1 0 0 0 0 1 0 0 
34536.png 0 1 0 0 0 0 0 0 0 
34537.png 0 0 0 1 0 0 0 0 0 
34538.png 0 1 0 0 0 0 1 0 0 
34539.png 0 0 0 1 0 0 0 0 0 
34540.png 1 0 0 0 0 0 1 0 0 
34541.png 0 1 0 0 0 0 0 0 0 
34542.png 0 0 1 0 0 0 0 0 0 
34543.png 0 0 0 1 0 0 0 0 0 
34544.png 0 1 0 0 0 0 0 0 0 
34545.png 0 0 0 1 0 0 1 1 0 
34546.png 0 0 1 0 0 0 0 0 0 
34547.png 0 0 0 0 1 0 0 0 0 
34548.png 0 1 0 0 0 0 0 0 0 
34549.png 0 1 0 0 0 0 1 0 0 
34550.png 0 1 0 0 0 0 0 0 0 
34551.png 0 1 0 0 0 0 0 0 0 
34552.png 0 0 1 0 0 0 1 1 0 
34553.png 0 0 0 1 0 0 0 0 0 
34554.png 0 1 0 0 0 0 0 0 0 
34555.png 0 0 1 0 0 0 0 0 0 
34556.png 0 1 0 0 0 0 0 1 0 
34557.png 0 0 1 0 0 0 1 0 0 
34558.png 0 0 0 1 0 0 0 0 0 
34559.png 0 0 1 0 0 0 0 0 0 
34560.png 0 1 0 0 0 0 0 0 0 
34561.png 0 0 1 0 0 0 1 0 0 
34562.png 0 0 1 0 0 0 0 0 0 
34563.png 0 0 1 0 0 0 0 0 0 
34564.png 0 0 0 1 0 0 0 0 0 
34565.png 1 0 0 0 0 0 1 0 0 
34566.png 0 0 0 1 0 0 1 0 0 
34567.png 0 0 1 0 0 0 0 0 0 
34568.png 0 0 1 0 0 0 0 0 0 
34569.png 0 0 0 1 0 0 1 0 0 
34570.png 0 0 1 0 0 0 1 0 0 
34571.png 0 0 0 1 0 0 0 0 0 
34572.png 0 0 1 0 0 0 0 0 0 
34573.png 1 0 0 0 0 0 1 0 0 
34574.png 0 0 0 0 1 0 1 1 0 
34575.png 0 0 0 1 0 0 0 0 1 
34576.png 0 0 0 0 1 0 1 1 0 
34577.png 0 0 0 1 0 0 0 0 0 
34578.png 1 0 0 0 0 0 1 0 0 
34579.png 0 0 1 0 0 0 1 0 0 
34580.png 0 0 0 1 0 0 1 0 0 
34581.png 0 0 1 0 0 0 0 0 0 
34582.png 0 0 1 0 0 0 1 0 0 
34583.png 0 1 0 0 0 0 0 0 0 
34584.png 0 0 0 1 0 0 1 0 0 
34585.png 0 0 1 0 0 0 1 0 0 
34586.png 0 0 0 1 0 0 1 0 0 
34587.png 0 0 0 1 0 0 1 0 0 
34588.png 0 0 0 0 1 0 1 1 0 
34589.png 0 0 0 1 0 0 1 0 0 
34590.png 0 1 0 0 0 0 0 0 0 
34591.png 0 0 0 1 0 0 0 0 0 
34592.png 0 0 0 1 0 0 0 0 0 
34593.png 0 1 0 0 0 0 0 0 1 
34594.png 0 0 0 0 0 1 0 1 0 
34595.png 0 0 1 0 0 0 1 0 0 
34596.png 0 0 1 0 0 0 0 0 0 
34597.png 0 1 0 0 0 0 0 0 0 
34598.png 0 0 1 0 0 0 1 1 0 
34599.png 1 0 0 0 0 0 1 0 0 
34600.png 0 1 0 0 0 0 0 0 0 
34601.png 0 0 0 1 0 0 1 1 0 
34602.png 0 0 0 1 0 0 1 0 0 
34603.png 1 0 0 0 0 0 1 0 0 
34604.png 0 0 1 0 0 0 0 0 0 
